model,running_time_total,power_draw_total,n_tokens_in,n_tokens_out,running_time,power_draw,cpu_energy,gpu_energy,ram_energy
qwen3:4b,281.867329961,119749.59800849015,1267,46614,20.1333807115,8553.542714892154,21221.79717042396,92891.55731318603,5636.243524879799
