model,running_time_total,power_draw_total,n_tokens_in,n_tokens_out,running_time,power_draw,cpu,gpu
qwen3:4b,286.3756399154663,117282.06672,1169,47127,22.028895378112793,9021.69744,21551.64172,95730.425
