model,running_time_total,power_draw_total,n_tokens_in,n_tokens_out,running_time,power_draw,cpu_energy,gpu_energy,ram_energy
qwen3:0.6b,153.07683908000035,52407.36877262508,537,50566,15.307683908000035,5240.736877262508,11788.92407813148,37557.497045973236,3060.94764852
