model,running_time_total,power_draw_total,n_tokens_in,n_tokens_out,running_time,power_draw,cpu_energy,gpu_energy,ram_energy
gemma3:270m,330.376163642999,93029.07560844708,7225,123082,5.0056994491363485,1409.5314486128345,27157.2981128208,59265.630412466395,6606.14708315988
