model,running_time_total,power_draw_total,n_tokens_in,n_tokens_out,running_time,power_draw,cpu_energy,gpu_energy,ram_energy
gemma3:270m,174.44957263600372,49017.48736036788,3065,65616,8.307122506476368,2334.166064779423,13749.03987122304,31780.105424064725,3488.34206507976
