model,running_time_total,power_draw_total,n_tokens_in,n_tokens_out,running_time,power_draw,cpu_energy,gpu_energy,ram_energy
llama3.2:3b,120.66205503500532,49359.16950436404,7768,27518,1.9152707148413544,783.4788810216514,8180.46679436784,38766.00001277592,2412.70269721992
