model,running_time_total,power_draw_total,n_tokens_in,n_tokens_out,running_time,power_draw,cpu_energy,gpu_energy,ram_energy
gemma3:4b,120.69608269700257,51371.85020081652,1893,19737,6.034804134850129,2568.5925100408263,8823.93507114228,40134.52610759412,2413.38902207976
