model,running_time_total,power_draw_total,n_tokens_in,n_tokens_out,running_time,power_draw,cpu_energy,gpu_energy,ram_energy
llama3.2:3b,301.37065576500027,125061.77711112803,22982,68291,2.1373805373404275,886.9629582349505,21535.7217845634,97500.00799994436,6026.04732661992
