model,running_time_total,power_draw_total,n_tokens_in,n_tokens_out,running_time,power_draw,cpu,gpu
gemma3:4b,59.303218364715576,24200.075226,533,9747,5.930321836471558,2420.0075226,4479.471226,19720.604
