model,running_time_total,power_draw_total,n_tokens_in,n_tokens_out,running_time,power_draw,cpu,gpu
gemma3:4b,117.27013778686523,47913.175626000004,1893,19226,5.863506889343261,2395.6587813,8618.955626,39294.22
