model,running_time_total,power_draw_total,n_tokens_in,n_tokens_out,running_time,power_draw,cpu,gpu
phi3:3.8b,303.97282338142395,118613.16430399999,8127,65434,4.605648839112484,1797.169156121212,21364.578304,97248.586
