model,running_time_total,power_draw_total,n_tokens_in,n_tokens_out,running_time,power_draw,cpu,gpu
qwen3:0.6b,154.57771039009094,50107.524764,537,51109,15.457771039009094,5010.7524764,11900.198764,38207.326
