model,running_time_total,power_draw_total,n_tokens_in,n_tokens_out,running_time,power_draw,cpu,gpu
llama3.2:3b,119.17503833770752,47172.009619000004,7639,27285,1.9536891530771725,773.3116330983607,8092.514619,39079.495
