model,running_time_total,power_draw_total,n_tokens_in,n_tokens_out,running_time,power_draw,cpu,gpu
qwen3:4b,126.37391805648804,51093.79961,395,22182,18.053416865212576,7299.11423,9117.39161,41976.408
