model,running_time_total,power_draw_total,n_tokens_in,n_tokens_out,running_time,power_draw,cpu,gpu
deepseek-r1:1.5b,120.60835099220276,43292.648734,467,37266,12.060835099220276,4329.2648734,8580.337734,34712.311
