model,running_time_total,power_draw_total,n_tokens_in,n_tokens_out,running_time,power_draw,cpu,gpu
deepseek-r1:1.5b,130.7243456840515,48469.007249999995,467,40334,13.072434568405152,4846.9007249999995,8928.19325,39540.814
