model,running_time_total,power_draw_total,n_tokens_in,n_tokens_out,running_time,power_draw,cpu,gpu
llama3.2:3b,299.4521155357361,52979.697379,23141,67314,2.0940707380121406,370.48739425874123,-44162.802621,97142.5
