model,running_time_total,power_draw_total,n_tokens_in,n_tokens_out,running_time,power_draw,cpu,gpu
gemma3:270m,345.33411026000977,25143.211283999997,1194,128991,26.564162327693058,1934.0931756923076,-37347.244716,62490.456
